Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,170.000000,172.966995,169.899994,172.557999,172.557999,8853
2017-12-19,172.949997,174.285004,172.479996,172.815002,172.815002,5278
2017-12-20,172.768005,173.539001,169.496994,170.274994,170.274994,9036
2017-12-21,169.751007,171.130997,169.576004,170.186005,170.186005,5032
2017-12-22,170.108994,170.132004,168.500000,169.095001,169.095001,2386
2017-12-27,169.095001,169.630005,167.404999,167.684006,167.684006,2676
2017-12-28,167.800003,168.246994,167.304993,167.373001,167.373001,3500
2017-12-29,167.391006,167.626999,166.246994,166.785004,166.785004,5707
2018-01-02,166.785004,166.800003,161.880005,166.100006,166.100006,6190
2018-01-03,166.199997,171.779999,166.199997,171.500000,171.500000,6015
2018-01-04,171.800003,174.800003,171.679993,174.160004,174.160004,10644
2018-01-05,175.399994,179.479996,175.399994,178.600006,178.600006,25470
2018-01-08,179.800003,181.199997,179.300003,179.800003,179.800003,17128
2018-01-09,180.000000,181.320007,178.380005,180.100006,180.100006,8836
2018-01-10,180.399994,180.399994,177.539993,178.199997,178.199997,7209
2018-01-11,177.500000,179.020004,176.539993,178.139999,178.139999,7533
2018-01-12,179.000000,180.199997,178.880005,179.600006,179.600006,6465
2018-01-16,180.339996,185.600006,180.059998,184.559998,184.559998,14515
