Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,153.589996,154.179993,153.210007,153.330002,153.330002,5092800
2017-12-19,154.050003,154.169998,153.089996,153.229996,153.229996,4116400
2017-12-20,153.649994,153.889999,152.779999,152.949997,152.949997,3785700
2017-12-21,153.169998,153.460007,151.490005,151.500000,151.500000,4153900
2017-12-22,151.820007,153.000000,151.500000,152.500000,152.500000,2990600
2017-12-26,152.509995,153.860001,152.500000,152.830002,152.830002,2479000
2017-12-27,152.949997,153.179993,152.610001,153.130005,153.130005,2149300
2017-12-28,153.199997,154.119995,153.199997,154.039993,154.039993,2687600
2017-12-29,154.169998,154.720001,153.419998,153.419998,153.419998,3327100
2018-01-02,154.500000,154.809998,153.539993,154.250000,154.250000,4202500
2018-01-03,157.339996,159.809998,156.330002,158.490005,158.490005,9441600
2018-01-04,159.649994,162.320007,159.369995,161.699997,161.699997,7556200
2018-01-05,162.440002,162.899994,161.100006,162.490005,162.490005,5195800
2018-01-08,162.660004,163.910004,161.699997,163.470001,163.470001,5237500
2018-01-09,163.899994,164.529999,163.059998,163.830002,163.830002,4341800
2018-01-10,162.910004,164.330002,162.500000,164.179993,164.179993,4174100
2018-01-11,164.800003,164.940002,163.300003,164.199997,164.199997,3794500
2018-01-12,164.020004,164.740005,163.029999,163.139999,163.139999,5007300
2018-01-16,165.100006,165.289993,164.259995,164.699997,164.699997,552876
